index,id_species,species_group,species_name,Images
1018,1411925,Epipactis,Epipactis_gigantea,4.0
1019,1412445,Angelica,Angelica_lucida,4.0
1020,1359331,Lupinus,Lupinus_cosentinii,4.0
1021,1412663,Maianthemum,Maianthemum_trifolium,4.0
1022,1391499,Cymbalaria,Cymbalaria_hepaticifolia,4.0
1023,1391206,Cirsium,Cirsium_glabrum,4.0
1024,1414903,Hernandia,Hernandia_cordigera,4.0
1025,1414924,Acacia,Acacia_simplex,4.0
1026,1415584,Dubouzetia,Dubouzetia_confusa,4.0
1027,1409407,Bourreria,Bourreria_succulenta,4.0
1028,1394549,Angelica,Angelica_heterocarpa,4.0
1029,1522377,Tagetes,Tagetes_lunulata,4.0
1030,1402576,Dracontium,Dracontium_polyphyllum,4.0
1031,1399141,Chaerophyllum,Chaerophyllum_aromaticum,4.0
1032,1400060,Acacia,Acacia_pravissima,4.0
1033,1401148,Caraipa,Caraipa_punctulata,4.0
1034,1401216,Vismia,Vismia_macrophylla,4.0
1035,1401222,Vismia,Vismia_sessilifolia,4.0
1036,1402464,Anthurium,Anthurium_scandens,4.0
1037,1403272,Declieuxia,Declieuxia_fruticosa,4.0
1038,1394648,Pleurospermum,Pleurospermum_austriacum,4.0
1039,1404776,Guatteria,Guatteria_amplifolia,4.0
1040,1355920,Pelargonium,Pelargonium_capitatum,4.0
1041,1396869,Trifolium,Trifolium_thalii,4.0
1042,1407873,Cryptopus,Cryptopus_elatus,4.0
1043,1407874,Cryptostegia,Cryptostegia_grandiflora,4.0
1044,1358759,Lavandula,Lavandula_minutolii,4.0
1045,1415593,Dubouzetia,Dubouzetia_campanulata,4.0
1046,1416420,Atractocarpus,Atractocarpus_platyxylon,4.0
1047,1418192,Cereus,Cereus_hildmannianus,4.0
1048,1439145,Tradescantia,Tradescantia_crassifolia,4.0
1049,1434320,Lupinus,Lupinus_subcarnosus,4.0
1050,1434383,Lyonothamnus,Lyonothamnus_floribundus,4.0
1051,1436923,Prosopis,Prosopis_pubescens,4.0
1052,1438045,Sedum,Sedum_moranense,4.0
1053,1438049,Sedum,Sedum_niveum,4.0
1054,1438358,Smilax,Smilax_laurifolia,4.0
1055,1439703,Xylococcus,Xylococcus_bicolor,4.0
1056,1418545,Sedum,Sedum_kamtschaticum,4.0
1057,1440412,Calochortus,Calochortus_eurycarpus,4.0
1058,1440440,Calochortus,Calochortus_splendens,4.0
1059,1444156,Acacia,Acacia_rigidula,4.0
1060,1464023,Alocasia,Alocasia_baginda,4.0
1061,1361507,Oncostema,Oncostema_elongata,4.0
1062,1486655,Coryphantha,Coryphantha_elephantidens,4.0
1063,1434267,Lupinus,Lupinus_hirsutissimus,4.0
1064,1434249,Lupinus,Lupinus_diffusus,4.0
1065,1433496,Keckiella,Keckiella_cordifolia,4.0
1066,1375895,Phyllanthus,Phyllanthus_fischeri,4.0
1067,1431222,Barringtonia,Barringtonia_acutangula,4.0
1068,1430515,Smilax,Smilax_china,4.0
1069,1430287,Schinopsis,Schinopsis_balansae,4.0
1070,1427043,Freycinetia,Freycinetia_cumingiana,4.0
1071,1423932,Hernandia,Hernandia_nymphaeifolia,4.0
1072,1423633,Melampodium,Melampodium_perfoliatum,4.0
1073,1360976,Pancratium,Pancratium_canariense,4.0
1074,1420700,Browallia,Browallia_speciosa,4.0
1075,1420092,Sasa,Sasa_palmata,4.0
1076,1419949,Maurandya,Maurandya_barclayana,4.0
1077,1419924,Peperomia,Peperomia_dolabriformis,4.0
1078,1419864,Heteromorpha,Heteromorpha_arborescens,4.0
1079,1418659,Dryopteris,Dryopteris_sieboldii,4.0
1080,1718287,Acacia,Acacia_senegalensis,4.0
